timestamps,TP9,AF7,AF8,TP10,Right AUX
1729781596.469,-139.648,-52.734,-6.836,-76.172,0.000
1729781596.473,-112.793,-49.316,50.781,-98.145,0.000
1729781596.477,14.160,-45.898,72.266,-16.602,0.000
1729781596.481,56.641,-44.922,-171.875,75.684,0.000
1729781596.485,-16.602,-40.527,1.465,41.992,0.000
1729781596.488,-107.422,-41.016,108.398,-70.801,0.000
1729781596.492,-112.305,-42.969,11.719,-116.211,0.000
1729781596.496,-16.602,-45.410,63.965,-42.969,0.000
1729781596.500,60.547,-49.316,134.766,61.035,0.000
1729781596.504,1.953,-43.945,138.672,64.941,0.000
1729781596.508,-123.535,-41.016,14.648,-45.410,0.000
1729781596.512,-141.113,-39.551,-14.160,-111.328,0.000
1729781596.516,-22.461,-39.062,27.344,-27.344,0.000
1729781596.520,70.312,-40.039,65.430,79.590,0.000
1729781596.524,11.719,-43.457,-6.348,90.820,0.000
1729781596.528,-104.980,-41.504,-83.496,-5.371,0.000
1729781596.531,-123.535,-35.645,108.398,-91.797,0.000
1729781596.535,-41.504,-35.645,115.723,-51.270,0.000
1729781596.539,36.133,-38.086,26.367,48.340,0.000
1729781596.543,10.254,-37.109,28.320,63.965,0.000
1729781596.547,-98.633,-35.645,26.367,-24.414,0.000
1729781596.551,-155.762,-39.062,-37.598,-110.840,0.000
1729781596.555,-76.660,-35.156,-28.809,-77.637,0.000
1729781596.559,31.250,-34.668,105.469,39.062,0.000
1729781596.563,9.766,-43.457,100.586,80.566,0.000
1729781596.567,-111.816,-43.945,-37.109,-12.207,0.000
1729781596.570,-179.688,-43.457,-303.711,-104.004,0.000
1729781596.574,-103.027,-37.109,-52.734,-91.309,0.000
1729781596.578,13.184,-28.320,185.547,17.578,0.000
1729781596.582,16.113,-28.809,53.223,77.637,0.000
1729781596.586,-97.656,-38.086,-6.836,-0.488,0.000
1729781596.590,-179.199,-40.039,52.246,-100.098,0.000
1729781596.594,-107.422,-36.133,79.102,-94.727,0.000
1729781596.598,14.160,-37.598,-17.090,19.531,0.000
1729781596.602,31.250,-41.992,-49.316,86.426,0.000
1729781596.606,-60.547,-32.227,86.914,11.230,0.000
1729781596.610,-148.926,-24.902,-39.551,-81.543,0.000
1729781596.613,-109.375,-34.180,-261.719,-75.684,0.000
1729781596.617,18.555,-36.621,-181.641,19.531,0.000
1729781596.621,75.195,-27.832,107.422,81.055,0.000
1729781596.625,-20.020,-30.273,127.441,23.926,0.000
1729781596.629,-130.371,-32.227,-39.062,-88.379,0.000
1729781596.633,-106.445,-34.180,-3.418,-119.629,0.000
1729781596.637,8.301,-41.504,89.844,-29.297,0.000
1729781596.641,67.383,-39.062,-20.508,73.730,0.000
1729781596.645,-6.836,-32.227,-144.531,38.574,0.000
1729781596.649,-104.980,-30.273,-28.809,-74.219,0.000
1729781596.653,-95.215,-31.738,40.039,-105.469,0.000
1729781596.656,20.020,-29.785,-149.902,-12.695,0.000
1729781596.660,80.078,-34.180,-365.234,90.332,0.000
1729781596.664,15.137,-35.156,-171.387,57.617,0.000
1729781596.668,-94.727,-35.156,116.699,-53.711,0.000
1729781596.672,-105.469,-42.480,-57.129,-106.934,0.000
1729781596.676,10.254,-35.645,-156.738,-39.062,0.000
1729781596.680,96.191,-30.273,69.824,72.266,0.000
1729781596.684,40.039,-32.227,130.859,75.195,0.000
1729781596.688,-83.496,-29.785,-38.086,-25.391,0.000
1729781596.692,-99.121,-34.668,-113.281,-91.797,0.000
1729781596.695,11.230,-38.086,31.738,-31.250,0.000
1729781596.699,103.516,-33.691,96.680,78.125,0.000
1729781596.703,75.684,-32.715,-141.602,94.727,0.000
1729781596.707,-46.875,-30.762,-153.809,-9.766,0.000
1729781596.711,-90.820,-34.668,100.098,-110.352,0.000
1729781596.715,-0.977,-40.527,14.160,-64.453,0.000
1729781596.719,90.332,-35.645,-17.578,52.734,0.000
1729781596.723,81.055,-32.715,82.520,83.008,0.000
1729781596.727,-30.762,-34.668,104.004,-10.742,0.000
1729781596.731,-93.750,-34.668,-33.203,-98.145,0.000
1729781596.735,-19.043,-33.203,-185.059,-56.152,0.000
1729781596.738,82.031,-35.645,12.695,47.852,0.000
1729781596.742,96.680,-32.715,146.484,79.590,0.000
1729781596.746,-12.207,-31.250,41.504,11.230,0.000
1729781596.750,-99.609,-37.598,-269.531,-74.707,0.000
1729781596.754,-29.785,-33.691,-194.336,-82.031,0.000
1729781596.758,89.844,-34.180,124.023,12.207,0.000
1729781596.762,101.562,-38.574,79.102,86.426,0.000
1729781596.766,-3.906,-33.203,-231.445,34.180,0.000
1729781596.770,-80.078,-32.715,-203.613,-84.473,0.000
1729781596.774,-29.785,-42.480,-9.277,-101.562,0.000
1729781596.778,83.008,-42.969,-2.441,4.883,0.000
1729781596.781,114.258,-34.668,15.625,88.867,0.000
1729781596.785,15.625,-30.762,154.297,42.969,0.000
1729781596.789,-87.402,-34.180,141.602,-69.824,0.000
1729781596.793,-63.965,-37.109,9.766,-98.145,0.000
1729781596.797,52.246,-37.109,-57.129,3.418,0.000
1729781596.801,105.957,-44.434,48.340,85.449,0.000
1729781596.805,20.508,-44.434,114.746,38.086,0.000
1729781596.809,-91.309,-45.898,-80.078,-55.176,0.000
1729781596.813,-85.938,-45.898,-136.719,-90.332,0.000
1729781596.817,41.504,-39.062,101.074,-17.090,0.000
1729781596.821,103.516,-37.598,152.832,88.867,0.000
1729781596.824,0.000,-45.410,-10.742,63.477,0.000
1729781596.828,0.000,-48.828,-139.648,-57.129,0.000
1729781596.832,0.000,-47.852,-108.398,-113.281,0.000
1729781596.836,0.000,-45.898,39.551,-35.645,0.000
1729781596.840,0.000,-48.828,37.109,66.406,0.000
1729781596.844,0.000,-44.434,-5.859,57.617,0.000
1729781596.848,0.000,-41.992,58.594,-48.828,0.000
1729781596.852,0.000,-47.363,49.316,-116.211,0.000
1729781596.856,0.000,-44.922,-223.633,-45.898,0.000
1729781596.860,0.000,-35.645,-20.508,55.664,0.000
1729781596.863,0.000,-38.086,172.852,62.012,0.000
1729781596.867,0.000,-46.875,42.480,-25.879,0.000
1729781596.871,-107.422,-50.293,-22.949,-106.445,0.000
1729781596.875,-14.648,-51.758,89.355,-68.848,0.000
1729781596.879,87.891,-46.875,139.160,47.852,0.000
1729781596.883,52.246,-50.781,-14.160,85.449,0.000
1729781596.887,-60.059,-51.758,-73.242,3.418,0.000
1729781596.891,-103.027,-42.969,-160.156,-76.660,0.000
1729781596.895,-16.602,-35.645,-181.641,-50.293,0.000
1729781596.899,82.520,-41.992,-92.773,52.246,0.000
1729781596.903,72.266,-40.527,-36.621,103.516,0.000
1729781596.906,-38.086,-35.645,73.242,23.438,0.000
1729781596.910,-117.188,-41.504,69.824,-86.426,0.000
1729781596.914,-67.383,-43.457,-98.145,-54.688,0.000
1729781596.918,46.875,-42.480,-161.621,67.871,0.000
1729781596.922,72.754,-37.598,-4.883,124.023,0.000
1729781596.926,-35.645,-33.691,35.156,49.316,0.000
